1,Cal Ripken\ripkeca01,30,BAL,162,717,56,1,-1,22,10,89,9.2,25,113,11.5,.556,.556,9.2,3.4,91,$2566667,Amateur Draft,*6
2,Ken Griffey*\griffke02,21,SEA,154,633,34,2,1,7,2,47,4.9,23,70,7.1,.531,.530,6.4,1.0,63,$700000,Amateur Draft,*8/D
3,Frank Thomas\thomafr04,23,CHW,158,701,66,-2,-3,-4,-13,45,4.7,24,69,6.9,.529,.528,7.3,-1.7,72,$120000,Amateur Draft,D3
4,Lou Whitaker*\whitalo01,34,DET,138,572,28,2,2,11,3,46,4.8,20,66,6.7,.534,.529,5.6,1.5,55,$2000000,Amateur Draft,*4/D
5,Wade Boggs*\boggswa01,33,BOS,144,641,31,-3,-1,11,2,41,4.3,22,63,6.4,.529,.526,5.2,1.4,51,$2750000,Amateur Draft,*5
6,Devon White#\whitede03,28,TOR,156,715,13,3,1,18,2,38,4.1,24,62,6.3,.525,.524,4.4,2.2,44,,Traded,*8
7,Julio Franco\francju01,32,TEX,146,659,38,4,0,-6,4,39,4.1,22,61,6.2,.527,.524,6.9,-0.2,68,$2350000,Traded,*4
8,Edgar Martinez\martied01,28,SEA,150,642,31,1,-2,6,2,37,3.9,23,60,6.1,.525,.523,5.5,0.8,54,$350000,Amateur Free Agent,*5/D
9,Rafael Palmeiro*\palmera01,26,TEX,159,714,43,-0,-1,-1,-9,32,3.4,24,56,5.7,.521,.520,5.9,-1.0,58,$1475000,Traded,*3/D
10,Mickey Tettleton#\tettlmi01,30,DET,154,608,27,-0,-1,2,5,33,3.5,22,55,5.6,.522,.521,5.4,0.8,53,$1600000,Traded,*2D/739
11,Dave Henderson\hendeda01,32,OAK,150,637,22,1,0,5,1,30,3.2,23,53,5.4,.521,.519,4.8,0.7,48,$2500000,Free Agency,*8/D749
12,Paul Molitor\molitpa01,34,MIL,158,752,39,2,-1,0,-13,28,3.0,24,52,5.3,.518,.518,5.3,-1.3,52,$3243333,Free Agency,*D3
13,Robin Ventura*\venturo01,23,CHW,157,705,26,-3,-3,7,-0,28,3.0,24,52,5.3,.518,.518,4.6,0.7,45,$150000,Amateur Draft,*53
14,Jose Canseco\cansejo01,26,OAK,154,665,43,3,-2,-7,-8,28,3.0,24,52,5.2,.519,.518,6.1,-1.5,59,$3500000,Amateur Draft,*9D
15,Tony Phillips#\phillto02,32,DET,146,655,20,1,-0,9,-1,28,3.1,22,51,5.2,.520,.518,4.2,0.9,42,$1566666,Free Agency,5479D6/8
16,Shane Mack\macksh01,27,MIN,143,489,22,1,-0,14,-5,32,3.4,18,49,5.0,.523,.520,3.5,1.0,35,$270000,Rule 5 Draft,*978/D
17,Ruben Sierra#\sierrru01,25,TEX,161,726,30,2,1,-2,-6,25,2.7,25,50,5.0,.516,.516,5.2,-0.8,51,$2650000,Amateur Free Agent,*9/8
18,Mike Devereaux\devermi01,28,BAL,149,668,7,1,-1,16,2,24,2.7,23,47,4.8,.517,.516,3.2,1.9,31,$210000,Traded,*8/9
19,Joe Carter\cartejo01,31,TOR,162,706,16,1,2,10,-7,21,2.3,25,46,4.7,.514,.514,3.7,0.3,36,$3791667,Traded,*97D
20,Rickey Henderson\henderi01,32,OAK,134,578,31,5,-0,-6,-6,24,2.6,21,45,4.6,.519,.515,5.2,-1.2,51,$3250000,Traded,*7D
21,Roberto Alomar#\alomaro01,23,TOR,161,719,14,5,2,-5,4,20,2.2,25,45,4.5,.513,.513,5.1,-0.1,50,$1300000,Traded,*4
22,Danny Tartabull\tartada01,28,KCR,132,557,44,0,-0,-15,-5,24,2.5,20,44,4.4,.518,.515,6.0,-2.1,59,$2250000,Traded,*9/D
23,Kirby Puckett\puckeki01,31,MIN,152,661,19,2,-2,-1,1,19,2.1,23,42,4.3,.513,.512,4.4,0.1,44,$3166667,Amateur Draft,*89
24,Willie Randolph\randowi01,36,MIL,124,512,19,0,-1,2,3,24,2.5,18,42,4.2,.520,.515,4.0,0.6,40,$500000,Free Agency,*4/D
25,Steve Sax\saxst01,31,NYY,158,707,8,3,0,1,4,17,1.9,24,41,4.1,.511,.511,4.1,0.5,40,$1650001,Free Agency,*4/5D
26,Mike Gallego\gallemi01,30,OAK,159,567,5,-2,-0,11,7,20,2.2,20,40,4.1,.513,.513,3.0,1.8,30,$565000,Amateur Draft,*46
27,Milt Cuyler#\cuylemi01,22,DET,154,546,-6,7,2,15,2,20,2.2,20,40,4.1,.514,.513,2.5,1.8,25,$100000,Amateur Draft,*8
