1,Mickey Mantle#\mantlmi01,29,NYY,153,646,80,6,2,1,-1,89,8.5,20,109,10.5,.557,.554,10.6,-0.1,108,$70000,Amateur Free Agent,*8
2,Norm Cash*\cashno01,26,DET,159,673,76,-2,-0,9,-9,74,7.1,21,95,9.2,.547,.546,8.5,-0.2,86,$13000,Traded,*3
3,Al Kaline\kalinal01,26,DET,153,665,39,4,-1,29,-7,65,6.4,20,85,8.4,.544,.541,5.6,2.2,56,$39000,Amateur Free Agent--bonus baby,*98/57
4,Rocky Colavito\colavro01,27,DET,163,708,47,2,-2,19,-9,57,5.5,21,78,7.6,.536,.536,5.9,0.9,59,$35000,Traded,*79
5,Jim Gentile*\gentiji01,27,BAL,148,601,56,-3,-1,8,-8,53,5.1,18,71,6.9,.536,.533,6.3,-0.1,63,$15000,Traded,*3
6,Roger Maris*\marisro01,26,NYY,161,698,54,3,-1,1,-7,50,4.8,21,72,6.9,.531,.531,7.0,-0.8,70,$32000,Traded,*98
7,Harmon Killebrew\killeha01,25,MIN,150,656,48,-1,-0,-1,-6,40,3.7,20,59,5.7,.526,.525,6.0,-0.9,60,,Amateur Free Agent--bonus baby,*35/7
8,Elston Howard\howarel01,32,NYY,129,482,32,-2,0,3,6,40,3.8,15,55,5.3,.531,.525,5.1,0.8,51,,Purchased,*2/3
9,Jim Piersall\piersji01,31,CLE,121,536,18,2,-2,17,-1,34,3.3,16,50,4.8,.529,.521,3.3,1.5,33,,Traded,*8
10,John Romano\romanjo01,26,CLE,142,580,26,-1,-1,-1,8,30,2.8,18,48,4.6,.522,.519,4.9,0.6,49,,Traded,*2
11,Jim Landis\landiji01,27,CHW,140,618,17,4,1,2,-1,23,2.1,18,42,3.9,.517,.515,3.9,0.0,40,,Amateur Free Agent,*8
12,Woodie Held\heldwo01,29,CLE,146,591,14,1,-2,1,9,23,2.1,18,41,3.9,.516,.515,4.0,0.9,40,,Traded,*6
13,Clete Boyer\boyercl02,24,NYY,148,579,-9,-2,-1,30,4,21,2.0,18,39,3.8,.515,.514,0.9,3.4,9,,Traded,*56/
14,Jackie Brandt\brandja01,27,BAL,139,584,20,2,-1,3,-3,21,1.9,18,39,3.7,.515,.513,3.6,-0.2,36,,Traded,*897/5
15,Roy Sievers\sievero01,34,CHW,141,563,28,-1,-2,3,-7,21,1.9,17,38,3.6,.515,.513,3.5,-0.6,35,$34000,Traded,*3
16,Brooks Robinson\robinbr01,24,BAL,163,736,-2,0,-2,16,4,16,1.4,21,37,3.5,.510,.510,2.0,1.9,21,$20000,Amateur Free Agent,*5/46
