1,Charley O'Leary\o'leach01,58,SLB,1,0,1,,118,1.000,1.000,.297,1.000,.372,1.000,.427,2.000,.799,403,.000,0.5,0.0,,.000,.000,,
2,George Uhle\uhlege01,35,NYY,5,2,3,39.9,106,.600,.600,.280,.600,.353,1.000,.404,1.600,.757,317,.978,1.4,0.1,2.500,.400,.400,,1
3,Charlie Devens\devench01,24,NYY,5,1,1,26.6,106,.500,.500,.280,.800,.353,.500,.404,1.300,.757,250,.955,1.2,0.1,4.000,1.500,.000,,/1
4,Lou Gehrig*\gehrilo01,31,NYY,690,374,189,13.4,106,.323,.363,.280,.465,.353,.706,.404,1.172,.757,206,.859,93.2,8.5,1.401,.539,.344,15.2,*3/6
5,Grover Hartley\hartlgr01,45,SLB,4,2,1,13.3,118,.333,.333,.297,.500,.372,.667,.427,1.167,.799,191,.856,0.5,0.0,1.500,.667,.333,,/2
6,Jimmie Foxx\foxxji01,26,PHA,652,362,159,11.7,108,.324,.334,.283,.449,.356,.653,.408,1.102,.764,186,.825,71.0,6.5,1.310,.542,.319,17.6,*3/5
7,Rogers Hornsby\hornsro01,38,SLB,31,16,6,10.0,118,.333,.304,.297,.484,.372,.522,.427,1.006,.799,152,.779,2.5,0.2,1.250,.522,.217,.0,/5O9
8,Hank Greenberg\greenha01,23,DET,667,406,143,9.4,112,.369,.339,.288,.404,.362,.600,.415,1.005,.777,156,.759,49.0,4.5,1.071,.374,.261,13.4,*3
9,Hugo Klaerner\klaerhu01,25,CHW,6,4,1,6.6,114,.333,.333,.290,.333,.365,.667,.419,1.000,.784,151,.627,0.5,0.0,1.000,.333,.333,,/1
10,Steve Larkin\larkist01,23,DET,3,2,1,13.3,112,1.000,.333,.288,.333,.362,.667,.415,1.000,.777,153,.856,0.2,0.0,1.500,.667,.333,.0,/1
11,Art Scharein\scharar01,29,SLB,2,1,1,26.6,118,.500,.500,.296,.500,.372,.500,.428,1.000,.799,152,.955,0.2,0.0,1.000,.000,.000,,
12,Hal Trosky*\troskha01,21,CLE,685,421,144,9.1,113,.316,.330,.289,.388,.363,.598,.417,.987,.780,150,.749,43.3,4.0,1.031,.362,.269,3.8,*3
13,Babe Ruth*\ruthba01,39,NYY,472,263,86,8.7,106,.296,.288,.280,.448,.353,.537,.404,.985,.757,160,.733,38.5,3.6,1.141,.529,.249,1.9,*O97
14,Earl Averill*\averiea01,32,CLE,705,415,139,8.9,113,.298,.313,.289,.414,.363,.569,.417,.982,.780,150,.742,46.7,4.3,1.075,.425,.256,8.6,*8O
15,Charlie Gehringer*\gehrich01,31,DET,708,400,138,9.2,112,.359,.356,.288,.450,.362,.517,.415,.967,.777,149,.752,49.9,4.6,1.053,.331,.161,11.0,*4
16,Bob Johnson\johnsbo01,28,PHA,609,390,113,7.7,108,.296,.307,.283,.375,.356,.563,.408,.938,.764,143,.688,31.6,2.9,.959,.369,.256,17.7,*7O
17,Al Simmons\simmoal01,32,CHW,613,368,118,8.5,114,.361,.344,.290,.403,.365,.530,.419,.933,.784,137,.726,30.1,2.8,.957,.283,.186,5.1,*O7/8
18,Zeke Bonura\bonurze01,25,CHW,576,359,105,7.8,114,.281,.302,.290,.380,.365,.545,.419,.925,.783,134,.691,24.7,2.3,.950,.365,.243,.0,*3
19,Heinie Manush*\manushe01,32,WSH,604,375,113,8.0,108,.351,.349,.283,.392,.356,.523,.408,.915,.764,138,.702,29.8,2.8,.915,.246,.174,8.6,*O7/8
20,Pinky Higgins\higgipi01,25,PHA,607,373,109,7.8,108,.357,.330,.283,.392,.356,.508,.408,.901,.764,135,.691,27.7,2.6,.926,.295,.179,11.5,*5
21,Bill Dickey*\dickebi01,27,NYY,438,274,73,7.1,106,.315,.322,.280,.384,.353,.494,.404,.878,.757,131,.654,17.7,1.6,.856,.261,.172,.0,*2
22,Joe Judge*\judgejo01,40,BOS,18,11,3,7.2,115,.357,.333,.293,.412,.368,.467,.422,.878,.790,123,.663,0.6,0.1,.900,.267,.133,,/3
23,Sam West*\westsa01,29,SLB,554,340,90,7.0,118,.354,.326,.297,.403,.372,.469,.427,.871,.799,118,.651,13.2,1.2,.867,.268,.143,4.5,*8O
24,Joe Vosmik\vosmijo01,24,CLE,449,277,76,7.3,113,.339,.341,.289,.393,.363,.477,.417,.870,.780,123,.666,14.1,1.3,.851,.222,.136,1.7,*7O
25,Billy Werber\werbebi01,26,BOS,714,453,118,6.9,115,.329,.321,.293,.397,.368,.472,.422,.868,.790,120,.644,19.2,1.8,.906,.315,.151,17.3,*56
26,John Stone*\stonejo01,28,WSH,483,298,76,6.8,108,.324,.315,.283,.395,.356,.465,.408,.860,.764,125,.635,16.7,1.6,.862,.272,.150,1.8,*O98
27,Kit Carson*\carsoki01,21,CLE,20,13,3,6.1,113,.333,.278,.289,.350,.363,.500,.417,.850,.780,116,.592,0.4,0.0,.846,.333,.222,,/O9
28,Earle Combs*\combsea01,35,NYY,295,176,45,6.8,106,.325,.319,.280,.412,.353,.434,.404,.847,.757,124,.636,10.9,1.0,.878,.283,.116,2.4,O87
29,Roy Johnson*\johnsro02,31,BOS,627,395,101,6.8,115,.333,.320,.293,.379,.367,.467,.422,.846,.790,114,.636,11.2,1.0,.832,.253,.148,8.6,*7O
30,Mickey Cochrane*\cochrmi01,31,DET,523,306,77,6.7,112,.337,.320,.288,.428,.362,.412,.415,.840,.777,117,.629,17.4,1.6,.884,.279,.092,3.2,*2
31,Marv Owen\owenma01,28,DET,637,398,97,6.5,112,.329,.317,.288,.385,.362,.451,.415,.837,.777,115,.616,13.2,1.2,.817,.239,.135,4.4,*5
32,Buddy Myer*\myerbu01,30,WSH,636,379,90,6.3,108,.321,.305,.283,.419,.356,.416,.408,.835,.764,120,.605,21.9,2.0,.868,.305,.111,4.0,*4
33,Ed Coleman*\colemed01,32,PHA,361,239,54,6.0,108,.278,.280,.283,.342,.356,.486,.408,.828,.764,115,.582,5.2,0.5,.798,.292,.207,.0,O9
34,Wes Ferrell\ferrewe01,26,BOS,87,59,13,5.9,115,.305,.282,.293,.341,.368,.487,.422,.828,.790,108,.571,0.5,0.0,.821,.308,.205,1.6,1
