1,Tom Candiotti\candito01,40,OAK,2,1,1,26.7,106,1.000,1.000,.267,1.000,.335,2.000,.425,3.000,.760,669,.952,0.9,0.1,,1.000,1.000,,1
2,Doug Johns\johnsdo04,30,BAL,2,0,2,,108,1.000,1.000,.270,1.000,.338,1.000,.428,2.000,.766,430,.000,1.0,0.1,,.000,.000,,1
3,Tony Saunders*\saundto01,24,TBD,2,0,2,,111,1.000,1.000,.273,1.000,.342,1.000,.434,2.000,.776,423,.000,0.9,0.1,,.000,.000,,1
4,Milt Cuyler#\cuylemi01,29,TEX,7,3,5,44.5,113,.400,.500,.276,.571,.346,1.333,.440,1.905,.786,368,.981,2.5,0.2,3.000,1.000,.833,.0,/8D
5,Pat Lennon\lennopa01,30,TOR,4,2,2,26.7,109,.667,.500,.270,.500,.339,1.000,.430,1.500,.770,280,.952,1.1,0.1,2.000,.500,.500,,/9
6,Shane Spencer\spencsh01,26,NYY,73,44,25,15.2,107,.326,.373,.268,.411,.336,.910,.427,1.321,.763,236,.877,12.8,1.2,1.512,.597,.537,.0,9/7D3
7,Craig Wilson\wilsocr02,27,CHW,53,28,18,17.2,107,.487,.468,.268,.490,.336,.766,.427,1.256,.763,225,.899,8.8,0.8,1.600,.383,.298,1.5,/645
8,Robert Fick*\fickro01,24,DET,24,15,7,12.5,110,.417,.364,.272,.417,.340,.818,.432,1.235,.773,212,.832,3.4,0.3,1.400,.591,.455,1.5,/2D3
9,Chris Tremie\tremich01,28,TEX,4,2,1,13.4,113,.500,.333,.277,.500,.346,.667,.440,1.167,.786,196,.849,0.6,0.0,1.500,.667,.333,,/D
10,Billy Ashley\ashlebi01,27,BOS,26,17,7,11.0,111,.400,.292,.274,.346,.343,.792,.436,1.138,.779,182,.798,2.8,0.2,1.235,.583,.500,.0,/D37
11,Carlos Febles\febleca01,22,KCR,29,16,8,13.4,111,.556,.400,.273,.483,.342,.600,.434,1.083,.776,179,.849,3.0,0.3,1.250,.400,.200,.0,4
12,Albert Belle\belleal01,31,CHW,706,445,158,9.5,107,.308,.328,.268,.399,.336,.655,.427,1.055,.763,172,.750,67.1,6.1,1.123,.463,.327,10.7,*7/D
13,Brian Simmons#\simmobr01,24,CHW,19,13,4,8.2,107,.333,.368,.268,.368,.336,.684,.427,1.053,.763,170,.698,1.7,0.2,.923,.263,.316,.0,/87
14,Bartolo Colon\colonba01,25,CLE,2,1,1,26.7,112,1.000,.500,.276,.500,.344,.500,.438,1.000,.782,159,.952,0.2,0.0,1.000,.000,.000,,1
15,Izzy Molina\moliniz01,27,OAK,2,1,1,26.7,106,.500,.500,.267,.500,.335,.500,.424,1.000,.760,167,.952,0.2,0.0,1.000,.000,.000,,/2D
16,Mike Morgan\morgami01,38,MIN,2,1,1,26.7,111,1.000,.500,.273,.500,.342,.500,.434,1.000,.776,161,.952,0.2,0.0,1.000,.000,.000,,1
17,Sidney Ponson\ponsosi01,21,BAL,4,2,1,13.4,108,1.000,.500,.270,.500,.338,.500,.428,1.000,.766,165,.849,0.4,0.0,1.000,.000,.000,,1
18,Arthur Rhodes*\rhodear01,28,BAL,2,1,1,26.7,108,1.000,.500,.270,.500,.338,.500,.428,1.000,.766,165,.952,0.2,0.0,1.000,.000,.000,,1
19,Jose Rosado*\rosadjo01,23,KCR,2,2,0,0.0,111,.500,.500,.273,.500,.342,.500,.434,1.000,.776,161,.000,0.2,0.0,.500,.000,.000,,1
20,Juan Gonzalez\gonzaju03,28,TEX,669,445,134,8.0,113,.332,.318,.276,.366,.346,.630,.440,.997,.786,149,.689,43.5,4.0,1.002,.389,.312,3.8,*9D
21,Jim Thome*\thomeji01,27,CLE,537,322,113,9.4,112,.363,.293,.275,.413,.344,.584,.438,.997,.782,153,.746,38.6,3.5,1.104,.495,.291,1.9,*3/D
22,Bernie Williams#\willibe02,29,NYY,578,362,117,8.6,107,.361,.339,.268,.422,.336,.575,.427,.997,.763,160,.716,46.6,4.2,1.028,.397,.236,19.0,*8/D
23,Mike Simms\simmsmi01,31,TEX,215,138,44,8.5,113,.312,.296,.276,.381,.346,.613,.440,.994,.786,150,.712,13.7,1.3,1.029,.441,.317,.0,9D3/7
24,Edgar Martinez\martied01,35,SEA,672,398,141,9.5,109,.342,.322,.271,.429,.339,.565,.430,.993,.770,158,.749,53.8,4.9,1.082,.433,.243,1.9,*D/3
25,Mo Vaughn*\vaughmo01,30,BOS,681,420,144,9.2,111,.386,.337,.274,.402,.343,.591,.436,.993,.779,153,.738,47.2,4.3,1.029,.355,.255,.0,*3D
26,Tony Phillips#\phillto02,39,TOR,60,34,12,9.4,109,.381,.354,.271,.467,.339,.521,.430,.987,.770,159,.748,5.3,0.5,1.091,.354,.167,.0,7/9
27,Carlos Delgado*\delgaca01,26,TOR,620,389,126,8.6,109,.326,.292,.271,.385,.339,.592,.430,.978,.770,151,.717,42.0,3.8,1.047,.443,.300,5.6,*3/D
