1,Frank Thomas\thomafr04,23,CHW,701,405,145,9.6,95,.350,.318,.258,.453,.326,.553,.391,1.006,.718,180,.798,69.8,6.8,1.109,.479,.234,1.9,D3
2,Cal Ripken\ripkeca01,30,BAL,717,469,134,7.7,93,.304,.323,.256,.374,.324,.566,.388,.940,.711,162,.724,53.0,5.2,.937,.332,.243,10.2,*6
3,Paul Molitor\molitpa01,34,MIL,752,469,132,7.6,95,.339,.325,.258,.399,.326,.489,.391,.888,.717,147,.718,43.2,4.2,.895,.296,.164,17.9,*D3
4,Rafael Palmeiro*\palmera01,26,TEX,714,457,129,7.6,95,.328,.322,.258,.389,.326,.532,.391,.922,.717,155,.719,49.1,4.8,.917,.320,.211,6.9,*3/D
5,Julio Franco\francju01,32,TEX,659,412,118,7.7,95,.373,.341,.258,.408,.326,.474,.391,.882,.718,146,.725,38.4,3.8,.912,.289,.132,21.2,*4
6,Ken Griffey*\griffke02,21,SEA,633,398,118,8.0,97,.347,.327,.260,.399,.329,.527,.395,.926,.724,155,.737,44.0,4.3,.969,.352,.201,19.8,*8/D
7,Ruben Sierra#\sierrru01,25,TEX,726,488,117,6.5,95,.321,.307,.258,.357,.326,.502,.391,.859,.717,138,.655,33.2,3.3,.835,.298,.195,19.5,*9/8
8,Jose Canseco\cansejo01,26,OAK,665,448,116,7.0,92,.283,.266,.253,.359,.321,.556,.384,.915,.705,157,.686,44.1,4.3,.962,.462,.290,32.7,*9D
9,Danny Tartabull\tartada01,28,KCR,557,348,116,9.0,97,.362,.316,.260,.397,.329,.593,.395,.990,.724,171,.777,47.7,4.6,1.044,.417,.277,10.1,*9/D
10,Cecil Fielder\fieldce01,27,DET,712,482,110,6.2,99,.275,.261,.262,.347,.331,.513,.398,.860,.730,133,.634,27.1,2.7,.845,.377,.252,.0,*3D
11,Joe Carter\cartejo01,31,TOR,706,488,108,6.0,100,.281,.273,.265,.330,.334,.503,.402,.833,.736,124,.622,19.6,1.9,.816,.324,.230,24.9,*97D
12,Roberto Alomar#\alomaro01,23,TOR,719,486,107,5.9,100,.327,.295,.265,.354,.334,.436,.402,.791,.736,115,.620,12.5,1.2,.819,.297,.141,15.4,*4
13,Wade Boggs*\boggswa01,33,BOS,641,389,107,7.4,101,.338,.332,.266,.421,.335,.460,.403,.881,.739,140,.710,35.6,3.5,.885,.289,.128,1.8,*5
14,Chili Davis#\davisch01,31,MIN,634,405,107,7.1,101,.304,.277,.266,.385,.335,.507,.403,.892,.739,141,.694,32.6,3.2,.913,.406,.230,8.5,*D/7
15,Devon White#\whitede03,28,TOR,715,489,105,5.8,100,.331,.282,.265,.342,.334,.455,.402,.797,.736,116,.608,12.8,1.3,.789,.294,.173,22.4,*8
16,Edgar Martinez\martied01,28,SEA,642,405,100,6.7,97,.331,.307,.260,.405,.329,.452,.395,.857,.724,138,.668,32.7,3.2,.840,.294,.145,.0,*5/D
