1,Don Mattingly*\mattido01,25,NYY,742,467,150,8.6,99,.333,.352,.260,.394,.328,.573,.406,.967,.734,161,.753,58.3,5.6,.969,.300,.222,.0,*3/5D
2,Wade Boggs*\boggswa01,28,BOS,693,396,133,9.0,100,.374,.357,.262,.453,.330,.486,.408,.939,.737,157,.768,54.4,5.2,.987,.303,.129,.0,*5
3,Kirby Puckett\puckeki01,26,MIN,723,485,127,7.0,101,.349,.328,.263,.366,.331,.537,.410,.903,.741,142,.677,36.2,3.5,.857,.271,.209,24.3,*8
4,Jesse Barfield\barfije01,26,TOR,671,441,122,7.4,103,.319,.289,.265,.368,.333,.559,.413,.927,.747,146,.698,37.7,3.6,.931,.387,.270,13.3,*98
5,Joe Carter\cartejo01,26,CLE,709,487,116,6.4,99,.313,.302,.259,.335,.327,.514,.404,.849,.731,130,.638,24.5,2.4,.837,.294,.213,29.0,937/8
6,Jim Rice\riceji01,33,BOS,693,447,115,6.9,100,.340,.324,.262,.384,.330,.490,.408,.874,.737,137,.670,33.8,3.3,.840,.265,.167,.0,*7/D
7,George Bell\bellge02,26,TOR,690,472,113,6.4,103,.301,.309,.265,.349,.333,.532,.413,.881,.747,133,.640,27.8,2.7,.822,.285,.223,11.4,*7D/5
8,Rickey Henderson\henderi01,27,NYY,701,480,112,6.2,99,.263,.263,.260,.358,.328,.469,.406,.827,.734,125,.630,21.8,2.1,.931,.465,.206,42.4,*87/D
9,Cal Ripken\ripkeca01,25,BAL,707,477,102,5.7,99,.277,.282,.259,.355,.327,.461,.404,.816,.731,123,.591,21.0,2.0,.775,.293,.179,6.9,*6
10,Dwight Evans\evansdw01,34,BOS,640,414,100,6.4,100,.283,.259,.262,.376,.330,.476,.408,.853,.737,131,.644,26.9,2.6,.874,.401,.217,5.4,*9/D
11,Phil Bradley\bradlph01,27,SEA,615,387,99,6.8,100,.395,.310,.262,.405,.330,.445,.408,.849,.737,132,.668,27.1,2.6,.854,.298,.135,15.3,*7/8
12,Tony Fernandez#\fernato01,24,TOR,727,503,99,5.3,103,.323,.310,.265,.338,.333,.428,.413,.766,.747,105,.554,2.4,0.2,.684,.176,.118,14.3,*6
13,Gary Gaetti\gaettga01,27,MIN,661,465,99,5.7,101,.298,.287,.263,.347,.331,.518,.410,.865,.740,131,.589,25.3,2.4,.799,.317,.232,19.8,*5/647
14,Pete O'Brien*\o'bripe03,28,TEX,641,417,98,6.3,102,.295,.290,.264,.385,.332,.468,.411,.854,.744,130,.632,25.1,2.4,.833,.336,.178,6.8,*3
15,Tony Bernazard#\bernato01,29,CLE,636,422,96,6.1,99,.319,.301,.259,.362,.327,.456,.404,.818,.731,124,.618,19.6,1.9,.796,.265,.155,17.0,*4
16,Brian Downing\downibr01,35,CAL,631,405,96,6.3,99,.281,.267,.260,.389,.328,.452,.406,.841,.734,130,.636,26.7,2.6,.860,.361,.185,6.7,*7D
17,Wally Joyner*\joynewa01,24,CAL,674,456,96,5.6,99,.286,.290,.260,.348,.328,.457,.406,.805,.734,119,.585,16.2,1.6,.767,.268,.167,8.1,*3
18,Alan Trammell\trammal01,28,DET,653,449,95,5.6,100,.276,.277,.262,.347,.330,.469,.408,.816,.737,120,.586,16.1,1.6,.797,.317,.192,22.8,*6/D
19,Robin Yount\yountro01,30,MIL,595,380,94,6.6,103,.348,.312,.265,.388,.333,.450,.413,.838,.747,125,.654,20.2,2.0,.831,.274,.138,11.0,*8/D3
20,Kent Hrbek*\hrbekke01,26,MIN,634,427,93,5.8,101,.264,.267,.263,.353,.331,.478,.410,.831,.740,124,.599,19.2,1.9,.810,.340,.211,3.7,*3/D
21,Eddie Murray#\murraed02,30,BAL,578,366,92,6.7,99,.309,.305,.259,.396,.327,.463,.404,.859,.731,136,.661,28.1,2.7,.859,.321,.158,5.1,*3D
22,Don Baylor\baylodo01,37,BOS,687,468,91,5.2,100,.241,.238,.262,.344,.329,.439,.408,.783,.737,112,.549,11.1,1.1,.760,.304,.202,5.5,*D3/7
23,George Brett*\brettge01,33,KCR,529,325,89,7.3,101,.292,.290,.263,.401,.331,.481,.410,.881,.741,138,.695,27.7,2.7,.919,.370,.190,1.9,*5/D6
24,Jose Canseco\cansejo01,21,OAK,682,484,89,4.9,93,.277,.240,.252,.318,.319,.457,.393,.775,.712,116,.523,14.2,1.4,.747,.338,.217,20.6,*79/D
25,Dave Winfield\winfida01,34,NYY,652,450,89,5.3,99,.281,.262,.260,.349,.328,.462,.406,.811,.734,120,.557,17.0,1.6,.771,.338,.200,9.6,*9/D5
26,Kirk Gibson*\gibsoki01,29,DET,521,342,88,6.9,100,.290,.268,.262,.371,.330,.492,.408,.863,.737,133,.670,21.5,2.1,.950,.442,.224,30.7,*9/D8
27,Brook Jacoby\jacobbr01,26,CLE,641,433,88,5.4,99,.351,.288,.259,.350,.327,.441,.404,.791,.731,116,.568,12.8,1.2,.729,.250,.153,3.6,*5
28,Harold Baines*\baineha01,27,CHW,618,424,87,5.5,104,.316,.296,.266,.338,.335,.465,.415,.803,.750,113,.573,9.6,0.9,.736,.237,.168,3.7,*9/D
29,Marty Barrett\barrema02,28,BOS,713,488,87,4.8,100,.295,.286,.262,.353,.329,.381,.408,.733,.737,100,.509,2.3,0.2,.670,.211,.094,6.3,*4
30,Lloyd Moseby*\mosebll01,26,TOR,668,467,86,4.9,103,.283,.253,.265,.329,.333,.418,.413,.746,.747,100,.524,-0.5,-0.1,.736,.309,.165,25.4,*8/D
31,Darrell Evans*\evansda01,39,DET,601,395,85,5.8,100,.248,.241,.261,.356,.330,.442,.408,.798,.737,116,.594,13.0,1.3,.807,.383,.201,5.4,3D/5
32,Danny Tartabull\tartada01,23,SEA,578,396,85,5.7,100,.340,.270,.261,.347,.330,.489,.408,.836,.737,125,.593,17.4,1.7,.788,.331,.219,6.9,947/D5
33,Brett Butler*\butlebr01,29,CLE,683,469,84,4.8,99,.304,.278,.259,.356,.327,.375,.404,.731,.731,102,.512,2.4,0.2,.696,.245,.097,7.1,*8
