1,Robin Yount\yountro01,33,MIL,690,438,125,7.6,92,.331,.318,.260,.384,.324,.511,.382,.896,.706,152,.738,42.7,4.3,.926,.322,.194,20.0,*8D
2,Wade Boggs*\boggswa01,31,BOS,742,448,122,7.3,99,.352,.330,.269,.430,.335,.449,.395,.879,.730,142,.721,43.8,4.4,.882,.285,.119,2.4,*5/D
3,Ruben Sierra#\sierrru01,23,TEX,689,459,122,7.1,95,.310,.306,.263,.347,.328,.543,.387,.889,.715,146,.712,35.4,3.6,.880,.314,.237,12.5,*9/8
4,Fred McGriff*\mcgrifr01,25,TOR,680,427,121,7.6,89,.289,.269,.255,.399,.319,.525,.375,.924,.694,165,.735,52.4,5.2,.986,.477,.256,11.7,*3/D
5,Rickey Henderson\henderi01,30,TOT,674,419,110,7.0,91,.292,.274,.258,.411,.323,.399,.380,.810,.703,132,.707,32.0,3.2,.983,.475,.126,20.8,*7/D
6,Alvin Davis*\davisal01,28,SEA,611,368,109,7.9,96,.302,.305,.264,.424,.330,.496,.389,.920,.718,156,.751,44.2,4.4,.975,.392,.191,.0,*3D
7,Kirby Puckett\puckeki01,29,MIN,684,450,107,6.4,99,.360,.339,.269,.379,.335,.465,.395,.843,.730,131,.668,26.4,2.6,.778,.202,.126,9.9,*8/D
8,Paul Molitor\molitpa01,32,MIL,696,456,106,6.2,92,.335,.315,.260,.379,.324,.439,.382,.818,.707,132,.659,28.2,2.8,.799,.254,.124,15.6,*5D4
9,Don Mattingly*\mattido01,28,NYY,693,465,104,6.0,92,.286,.303,.260,.351,.324,.477,.382,.828,.706,133,.644,27.2,2.7,.782,.260,.174,5.3,*3D/9
10,Nick Esasky\esaskni01,29,BOS,633,421,100,6.4,99,.302,.277,.269,.355,.335,.500,.395,.855,.730,133,.668,23.3,2.4,.831,.339,.223,1.9,*3/7
11,Dwight Evans\evansdw01,37,BOS,630,399,100,6.7,99,.303,.285,.269,.397,.335,.463,.395,.861,.730,136,.690,30.0,3.0,.877,.369,.179,5.2,9D
12,Julio Franco\francju01,30,TEX,621,411,95,6.2,95,.339,.316,.263,.386,.328,.462,.387,.848,.715,137,.657,28.9,2.9,.835,.299,.146,16.1,*4D
13,Harold Baines*\baineha01,30,TOT,583,371,93,6.7,92,.338,.309,.259,.395,.324,.465,.381,.860,.705,144,.690,32.3,3.2,.834,.295,.156,.0,*D9
14,Mike Greenwell*\greenmi01,25,BOS,641,430,91,5.6,99,.313,.308,.269,.370,.335,.443,.395,.813,.730,123,.619,18.6,1.9,.758,.246,.135,13.5,*7/D
15,Steve Sax\saxst01,29,NYY,717,495,91,4.9,92,.329,.315,.260,.364,.324,.387,.382,.751,.707,113,.557,12.2,1.2,.687,.192,.072,9.0,*4
16,Lou Whitaker*\whitalo01,32,DET,611,401,91,6.1,92,.232,.251,.258,.361,.323,.462,.380,.822,.703,133,.649,25.2,2.5,.844,.391,.210,9.9,*4/D
17,Jerry Browne#\brownje01,23,CLE,685,452,90,5.3,94,.326,.299,.262,.370,.327,.390,.385,.759,.712,114,.593,13.3,1.3,.714,.217,.090,7.4,*4/D
18,George Bell\bellge02,29,TOR,664,466,89,5.1,89,.299,.297,.255,.330,.319,.458,.375,.788,.694,126,.574,20.5,2.1,.706,.217,.162,6.5,*7D
19,Joe Carter\cartejo01,29,CLE,705,511,89,4.6,94,.242,.243,.262,.292,.327,.465,.385,.757,.712,110,.533,4.7,0.5,.710,.295,.223,19.0,*873/D9
20,Carney Lansford\lansfca01,32,OAK,616,407,88,5.8,91,.347,.336,.257,.398,.322,.405,.379,.803,.700,131,.629,25.2,2.5,.759,.201,.069,3.8,*53/D
21,Phil Bradley\bradlph01,30,BAL,630,420,87,5.5,90,.322,.277,.256,.364,.320,.417,.377,.781,.697,124,.610,19.1,1.9,.772,.294,.139,14.2,*7/D
22,Ivan Calderon\caldeiv01,27,CHW,676,473,87,4.9,91,.315,.286,.257,.332,.322,.437,.379,.770,.700,119,.557,14.0,1.4,.697,.230,.151,9.3,9D37
