1,Lou Gehrig*\gehrilo01,31,NYY,690,374,189,13.4,106,.323,.363,.280,.465,.353,.706,.404,1.172,.757,206,.859,93.2,8.5,1.401,.539,.344,15.2,*3/6
2,Jimmie Foxx\foxxji01,26,PHA,652,362,159,11.7,108,.324,.334,.283,.449,.356,.653,.408,1.102,.764,186,.825,71.0,6.5,1.310,.542,.319,17.6,*3/5
3,Hal Trosky*\troskha01,21,CLE,685,421,144,9.1,113,.316,.330,.289,.388,.363,.598,.417,.987,.780,150,.749,43.3,4.0,1.031,.362,.269,3.8,*3
4,Hank Greenberg\greenha01,23,DET,667,406,143,9.4,112,.369,.339,.288,.404,.362,.600,.415,1.005,.777,156,.759,49.0,4.5,1.071,.374,.261,13.4,*3
5,Earl Averill*\averiea01,32,CLE,705,415,139,8.9,113,.298,.313,.289,.414,.363,.569,.417,.982,.780,150,.742,46.7,4.3,1.075,.425,.256,8.6,*8O
6,Charlie Gehringer*\gehrich01,31,DET,708,400,138,9.2,112,.359,.356,.288,.450,.362,.517,.415,.967,.777,149,.752,49.9,4.6,1.053,.331,.161,11.0,*4
7,Al Simmons\simmoal01,32,CHW,613,368,118,8.5,114,.361,.344,.290,.403,.365,.530,.419,.933,.784,137,.726,30.1,2.8,.957,.283,.186,5.1,*O7/8
8,Billy Werber\werbebi01,26,BOS,714,453,118,6.9,115,.329,.321,.293,.397,.368,.472,.422,.868,.790,120,.644,19.2,1.8,.906,.315,.151,17.3,*56
9,Bob Johnson\johnsbo01,28,PHA,609,390,113,7.7,108,.296,.307,.283,.375,.356,.563,.408,.938,.764,143,.688,31.6,2.9,.959,.369,.256,17.7,*7O
10,Heinie Manush*\manushe01,32,WSH,604,375,113,8.0,108,.351,.349,.283,.392,.356,.523,.408,.915,.764,138,.702,29.8,2.8,.915,.246,.174,8.6,*O7/8
11,Pinky Higgins\higgipi01,25,PHA,607,373,109,7.8,108,.357,.330,.283,.392,.356,.508,.408,.901,.764,135,.691,27.7,2.6,.926,.295,.179,11.5,*5
12,Zeke Bonura\bonurze01,25,CHW,576,359,105,7.8,114,.281,.302,.290,.380,.365,.545,.419,.925,.783,134,.691,24.7,2.3,.950,.365,.243,.0,*3
13,Goose Goslin*\gosligo01,33,DET,686,436,103,6.3,112,.309,.305,.288,.373,.362,.453,.415,.826,.777,112,.602,10.9,1.0,.803,.256,.148,7.2,*O7/9
14,Roy Johnson*\johnsro02,31,BOS,627,395,101,6.8,115,.333,.320,.293,.379,.367,.467,.422,.846,.790,114,.636,11.2,1.0,.832,.253,.148,8.6,*7O
15,Marv Owen\owenma01,28,DET,637,398,97,6.5,112,.329,.317,.288,.385,.362,.451,.415,.837,.777,115,.616,13.2,1.2,.817,.239,.135,4.4,*5
16,Doc Cramer*\cramedo01,28,PHA,699,464,92,5.3,108,.322,.311,.283,.353,.356,.411,.408,.765,.764,100,.523,-1.4,-0.1,.675,.156,.100,1.7,*O8
17,Ben Chapman\chapmbe01,25,NYY,665,431,91,5.6,106,.342,.308,.280,.381,.353,.413,.404,.795,.757,110,.552,10.0,0.9,.764,.236,.105,8.4,*O879
18,Odell Hale\haleod01,25,CLE,616,410,91,5.9,113,.314,.302,.289,.357,.363,.471,.417,.827,.780,111,.574,7.9,0.7,.763,.247,.169,9.9,*4/5
19,Buddy Myer*\myerbu01,30,WSH,636,379,90,6.3,108,.321,.305,.283,.419,.356,.416,.408,.835,.764,120,.605,21.9,2.0,.868,.305,.111,4.0,*4
20,Sam West*\westsa01,29,SLB,554,340,90,7.0,118,.354,.326,.297,.403,.372,.469,.427,.871,.799,118,.651,13.2,1.2,.867,.268,.143,4.5,*8O
21,Billy Rogell#\rogelbi01,29,DET,679,433,88,5.4,112,.311,.296,.288,.374,.362,.392,.415,.766,.777,98,.535,-0.5,-0.0,.752,.238,.096,4.9,*6
22,Harlond Clift\cliftha01,21,SLB,664,431,86,5.3,118,.295,.260,.297,.357,.372,.421,.427,.778,.799,95,.527,-5.6,-0.5,.781,.316,.161,9.3,*5
23,Babe Ruth*\ruthba01,39,NYY,472,263,86,8.7,106,.296,.288,.280,.448,.353,.537,.404,.985,.757,160,.733,38.5,3.6,1.141,.529,.249,1.9,*O97
24,Bill Knickerbocker\knickbi01,22,CLE,632,423,82,5.2,113,.335,.317,.289,.347,.363,.408,.417,.755,.780,93,.514,-7.8,-0.7,.655,.133,.091,4.8,*6
25,Jack Burns*\burnsja02,26,SLB,688,470,79,4.5,118,.261,.257,.297,.327,.372,.392,.427,.719,.799,80,.448,-21.8,-2.1,.677,.247,.136,10.6,*3
26,Mickey Cochrane*\cochrmi01,31,DET,523,306,77,6.7,112,.337,.320,.288,.428,.362,.412,.415,.840,.777,117,.629,17.4,1.6,.884,.279,.092,3.2,*2
27,Eric McNair\mcnaier01,25,PHA,643,447,77,4.6,108,.280,.280,.283,.321,.356,.412,.408,.734,.764,91,.459,-10.8,-1.0,.642,.189,.132,9.9,*6
28,Joe Cronin\cronijo01,27,WSH,568,370,76,5.5,108,.290,.284,.283,.353,.356,.421,.408,.774,.764,102,.539,1.4,0.1,.759,.258,.137,7.5,*6
29,John Stone*\stonejo01,28,WSH,483,298,76,6.8,108,.324,.315,.283,.395,.356,.465,.408,.860,.764,125,.635,16.7,1.6,.862,.272,.150,1.8,*O98
30,Joe Vosmik\vosmijo01,24,CLE,449,277,76,7.3,113,.339,.341,.289,.393,.363,.477,.417,.870,.780,123,.666,14.1,1.3,.851,.222,.136,1.7,*7O
31,Frankie Crosetti\crosefr01,23,NYY,632,425,74,4.6,106,.280,.265,.280,.344,.353,.401,.404,.744,.757,96,.464,-3.3,-0.3,.695,.244,.135,6.9,*65/4
32,Tony Lazzeri\lazzeto01,30,NYY,516,327,74,6.0,106,.286,.267,.280,.369,.353,.445,.404,.815,.757,115,.583,10.7,1.0,.857,.363,.178,12.3,45
33,Fred Schulte\schulfr02,33,WSH,589,385,74,5.1,108,.314,.298,.283,.363,.356,.399,.408,.762,.764,100,.509,1.0,0.1,.691,.195,.101,3.0,*8O/9
34,Bill Dickey*\dickebi01,27,NYY,438,274,73,7.1,106,.315,.322,.280,.384,.353,.494,.404,.878,.757,131,.654,17.7,1.6,.856,.261,.172,.0,*2
35,Ray Pepper\peppera01,28,SLB,598,404,73,4.8,118,.329,.298,.297,.333,.372,.399,.427,.732,.799,83,.481,-17.4,-1.6,.630,.147,.101,1.8,*O78/9
36,Luke Appling\applilu01,27,CHW,516,321,70,5.8,114,.319,.303,.290,.384,.365,.405,.419,.788,.783,102,.567,2.8,0.3,.772,.237,.102,2.4,*6/4
