1,Frank Robinson\robinfr02,30,BAL,155,680,71,-0,-3,-8,-7,52,5.5,21,74,7.7,.538,.536,8.9,-2.0,81,$64000,Traded,*97/3
2,Dick McAuliffe*\mcauldi01,26,DET,124,506,30,0,0,3,7,40,4.3,16,57,6.0,.537,.528,5.9,1.0,54,,Amateur Free Agent,65
3,Tommie Agee\ageeto01,23,CHW,160,689,20,4,-2,18,-1,39,4.1,22,61,6.4,.528,.528,4.7,1.7,43,$6000,Traded,*8/7
4,Tony Oliva*\olivato01,27,MIN,159,677,27,4,0,15,-6,39,4.1,22,60,6.4,.528,.528,4.9,0.8,45,$32000,Amateur Free Agent,*98
5,Al Kaline\kalinal01,31,DET,142,572,39,-1,-0,0,-3,35,3.7,19,54,5.6,.528,.525,5.9,-0.5,54,$54000,Amateur Free Agent--bonus baby,*89
6,Harmon Killebrew\killeha01,30,MIN,162,677,47,-3,-1,-7,-1,35,3.6,22,57,5.9,.524,.524,7.0,-1.2,64,,Amateur Free Agent--bonus baby,537
7,Tom Tresh#\treshto01,27,NYY,151,637,16,-2,-0,20,-2,31,3.3,20,52,5.4,.524,.522,3.4,1.8,32,,Amateur Free Agent,758
8,Jim Fregosi\fregoji01,24,CAL,162,695,9,2,2,9,10,32,3.2,22,54,5.5,.522,.522,4.9,1.9,45,$40000,Expansion Draft,*6/3
9,Carl Yastrzemski*\yastrca01,26,BOS,160,680,15,0,1,22,-8,31,3.2,22,52,5.5,.522,.522,3.2,1.5,30,$50000,Amateur Free Agent,*7/8
10,Ed Charles\charled01,33,KCA,118,420,13,1,-1,10,2,25,2.6,14,38,4.1,.524,.518,3.1,1.2,29,,Traded,5/37
11,Brooks Robinson\robinbr01,29,BAL,157,686,17,1,-1,4,3,24,2.4,21,45,4.6,.517,.517,4.5,0.6,41,$55000,Amateur Free Agent,*5
12,Mickey Mantle#\mantlmi01,34,NYY,108,393,31,0,-1,-8,-1,22,2.2,13,34,3.5,.522,.515,4.7,-1.2,43,$100000,Amateur Free Agent,8/7
13,Don Buford#\bufordo01,29,CHW,163,698,2,5,2,10,3,22,2.2,22,44,4.5,.516,.516,3.7,1.3,34,,Amateur Free Agent,*54/79
14,Clete Boyer\boyercl02,29,NYY,144,558,3,2,1,10,5,21,2.1,18,39,4.0,.517,.515,3.2,1.5,30,$31500,Traded,56
15,Boog Powell*\powelbo01,24,BAL,140,565,33,-1,-0,-3,-8,21,2.1,18,40,4.0,.517,.515,4.6,-1.4,42,$23000,Amateur Free Agent,*3
16,Luis Aparicio\aparilu01,32,BAL,151,707,-6,7,1,10,9,21,2.0,20,41,4.1,.516,.515,3.3,2.0,31,$32500,Traded,*6
17,Joe Foy\foyjo01,23,BOS,151,658,12,2,-0,3,4,21,2.0,20,41,4.2,.516,.515,4.1,0.6,38,,MinorLg Draft,*56
18,Earl Wilson\wilsoea01,31,2TM,45,113,5,0,0,0,12,17,1.8,0,17,1.8,.542,.506,1.9,-0.0,17,$26000,Amateur Free Agent,1
19,Bert Campaneris\campabe01,24,KCA,142,606,3,9,1,-5,8,17,1.6,19,36,3.6,.513,.512,4.5,0.2,41,$13500,Amateur Free Agent,*6
20,Fred Valentine#\valenfr01,31,WSA,146,579,22,2,-1,-1,-6,16,1.5,19,35,3.5,.513,.511,4.0,-1.0,36,,Purchased,*987/3
21,Cesar Tovar\tovarce01,25,MIN,134,527,-7,3,1,14,4,15,1.5,17,32,3.3,.513,.511,1.9,1.8,19,,Traded,468/7
22,Norm Cash*\cashno01,31,DET,160,682,23,2,0,0,-9,16,1.5,22,38,3.7,.511,.511,4.0,-1.2,37,$34000,Traded,*3
23,Curt Blefary*\blefacu01,22,BAL,131,508,24,-1,1,-3,-7,14,1.4,17,31,3.1,.513,.510,3.7,-1.3,34,,Waivers--first year,*73
